model,index_type,query_idx,query_label,k,precision,recall,ndcg,search_time_mean,search_time_std,total_relevant_in_db,relevant_retrieved,retrieved_labels
DenseNet121,FlatL2,8,1,5,0.0,0.0,0.0,2.120833333333333e-05,1.3594688505278654e-07,108,0,"[3, 5, 4, 5, 4]"
DenseNet121,FlatL2,8,1,10,0.2,0.018518518518518517,0.39780880120575696,2.173633333333333e-05,2.9316813530047147e-07,108,2,"[3, 5, 4, 5, 4]"
DenseNet121,FlatL2,8,1,20,0.2,0.037037037037037035,0.4557896414568941,2.243033333333333e-05,3.9711151526435933e-07,108,4,"[3, 5, 4, 5, 4]"
DenseNet121,FlatL2,8,1,50,0.36,0.16666666666666666,0.5871833198533766,2.356933333333333e-05,7.495760283134874e-07,108,18,"[3, 5, 4, 5, 4]"
DenseNet121,FlatL2,9,4,1,0.0,0.0,0.0,2.0402666666666667e-05,1.5342823150327392e-07,52,0,[3]
DenseNet121,FlatL2,9,4,5,0.0,0.0,0.0,2.2375333333333332e-05,1.2111901401330657e-06,52,0,"[3, 5, 5, 1, 2]"
DenseNet121,FlatL2,9,4,10,0.1,0.019230769230769232,0.3562071871080222,2.1958333333333333e-05,1.896880480039677e-07,52,1,"[3, 5, 5, 1, 2]"
DenseNet121,FlatL2,9,4,20,0.1,0.038461538461538464,0.37169423500952875,2.2805333333333333e-05,2.210947509302039e-07,52,2,"[3, 5, 5, 1, 2]"
DenseNet121,FlatL2,9,4,50,0.18,0.17307692307692307,0.47292477582739495,2.3903e-05,6.512618520994455e-07,52,9,"[3, 5, 5, 1, 2]"
DenseNet121,FlatL2,10,1,1,0.0,0.0,0.0,2.0653e-05,1.6775577486334115e-07,108,0,[4]
DenseNet121,FlatL2,10,1,5,0.4,0.018518518518518517,0.5706417189553201,2.1347e-05,3.1569077697434666e-07,108,2,"[4, 3, 1, 1, 3]"
DenseNet121,FlatL2,10,1,10,0.2,0.018518518518518517,0.5706417189553201,2.1639e-05,3.539896420330215e-07,108,2,"[4, 3, 1, 1, 3]"
DenseNet121,FlatL2,10,1,20,0.25,0.046296296296296294,0.5632802563689224,2.261133333333333e-05,4.08705544643356e-07,108,5,"[4, 3, 1, 1, 3]"
DenseNet121,FlatL2,10,1,50,0.4,0.18518518518518517,0.657334475726284,2.3805666666666668e-05,7.39120799027842e-07,108,20,"[4, 3, 1, 1, 3]"
DenseNet121,FlatL2,11,5,1,0.0,0.0,0.0,2.0444666666666668e-05,2.3881140862381116e-07,56,0,[4]
DenseNet121,FlatL2,11,5,5,0.2,0.017857142857142856,0.43067655807339306,2.106966666666667e-05,2.2147134251535923e-07,56,1,"[4, 4, 1, 5, 1]"
DenseNet121,FlatL2,11,5,10,0.2,0.03571428571428571,0.44130740935663865,2.1597e-05,2.6421329767191254e-07,56,2,"[4, 4, 1, 5, 1]"
DenseNet121,FlatL2,11,5,20,0.3,0.10714285714285714,0.5178042380394603,2.2402666666666668e-05,3.4063307075046147e-07,56,6,"[4, 4, 1, 5, 1]"
DenseNet121,FlatL2,11,5,50,0.28,0.25,0.5807445390745399,2.3666666666666668e-05,8.104012723473613e-07,56,14,"[4, 4, 1, 5, 1]"
DenseNet121,FlatL2,12,5,1,0.0,0.0,0.0,2.0542e-05,2.9056152532639277e-07,56,0,[1]
DenseNet121,FlatL2,12,5,5,0.2,0.017857142857142856,0.5,2.1124666666666668e-05,2.5685058345704074e-07,56,1,"[1, 2, 5, 4, 1]"
DenseNet121,FlatL2,12,5,10,0.1,0.017857142857142856,0.5,2.1833e-05,2.7189336144893275e-07,56,1,"[1, 2, 5, 4, 1]"
DenseNet121,FlatL2,12,5,20,0.25,0.08928571428571429,0.4919231848072626,2.2680333333333334e-05,3.908250532171936e-07,56,5,"[1, 2, 5, 4, 1]"
DenseNet121,FlatL2,12,5,50,0.2,0.17857142857142858,0.5319384235904046,2.3791666666666668e-05,7.030753081206087e-07,56,10,"[1, 2, 5, 4, 1]"
DenseNet121,FlatL2,13,1,1,0.0,0.0,0.0,2.0277666666666667e-05,1.71359920116176e-07,108,0,[2]
DenseNet121,FlatL2,13,1,5,0.2,0.009259259259259259,0.43067655807339306,2.0875e-05,2.2325471252958282e-07,108,1,"[2, 4, 5, 1, 2]"
DenseNet121,FlatL2,13,1,10,0.4,0.037037037037037035,0.5389215187286102,2.1389e-05,2.050820973821622e-07,108,4,"[2, 4, 5, 1, 2]"
DenseNet121,FlatL2,13,1,20,0.25,0.046296296296296294,0.5454289673735078,2.2194333333333332e-05,3.270283711783361e-07,108,5,"[2, 4, 5, 1, 2]"
DenseNet121,FlatL2,13,1,50,0.34,0.1574074074074074,0.6209808275650041,2.354133333333333e-05,6.370506695354424e-07,108,17,"[2, 4, 5, 1, 2]"
DenseNet121,FlatL2,14,1,1,0.0,0.0,0.0,2.025e-05,1.4807430567117308e-07,108,0,[4]
DenseNet121,FlatL2,14,1,5,0.2,0.009259259259259259,0.5,2.118033333333333e-05,4.4370435602499505e-07,108,1,"[4, 3, 1, 3, 3]"
DenseNet121,FlatL2,14,1,10,0.3,0.027777777777777776,0.5498407734605131,2.1708333333333334e-05,2.124591463996994e-07,108,3,"[4, 3, 1, 3, 3]"
DenseNet121,FlatL2,14,1,20,0.25,0.046296296296296294,0.5781188358501334,2.5472333333333333e-05,3.2973647390336154e-06,108,5,"[4, 3, 1, 3, 3]"
DenseNet121,FlatL2,14,1,50,0.36,0.16666666666666666,0.642106480622893,2.4403e-05,6.431500602503276e-07,108,18,"[4, 3, 1, 3, 3]"
DenseNet121,FlatL2,15,5,1,0.0,0.0,0.0,2.0291666666666667e-05,1.2239916484827647e-07,56,0,[1]
DenseNet121,FlatL2,15,5,5,0.0,0.0,0.0,2.090266666666667e-05,1.872152652845263e-07,56,0,"[1, 4, 1, 4, 1]"
DenseNet121,FlatL2,15,5,10,0.1,0.017857142857142856,0.3333333333333333,2.1611e-05,2.750648408406037e-07,56,1,"[1, 4, 1, 4, 1]"
DenseNet121,FlatL2,15,5,20,0.25,0.08928571428571429,0.4529682162783568,2.2388666666666668e-05,2.751318875658646e-07,56,5,"[1, 4, 1, 4, 1]"
DenseNet121,FlatL2,15,5,50,0.3,0.26785714285714285,0.5655176750261648,2.7527666666666667e-05,2.082476143654205e-06,56,15,"[1, 4, 1, 4, 1]"
DenseNet121,FlatL2,16,5,1,1.0,0.017857142857142856,1.0,2.0541333333333333e-05,2.3818386921778637e-07,56,1,[5]
DenseNet121,FlatL2,16,5,5,0.2,0.017857142857142856,1.0,2.1111e-05,1.8746199614855274e-07,56,1,"[5, 1, 4, 1, 1]"
DenseNet121,FlatL2,16,5,10,0.3,0.05357142857142857,0.7529716549381369,2.1930666666666667e-05,2.9316813530047147e-07,56,3,"[5, 1, 4, 1, 1]"
DenseNet121,FlatL2,16,5,20,0.3,0.10714285714285714,0.7268752685406246,2.3250333333333333e-05,3.8640077064565436e-07,56,6,"[5, 1, 4, 1, 1]"
DenseNet121,FlatL2,16,5,50,0.34,0.30357142857142855,0.7146032044958989,2.5528e-05,7.268484482109504e-07,56,17,"[5, 1, 4, 1, 1]"
DenseNet121,FlatL2,17,1,1,0.0,0.0,0.0,2.0528e-05,2.2673920407963563e-07,108,0,[5]
DenseNet121,FlatL2,17,1,5,0.6,0.027777777777777776,0.7122630665145961,4.4694666666666664e-05,1.710173625363486e-05,108,3,"[5, 1, 1, 2, 1]"
DenseNet121,FlatL2,17,1,10,0.5,0.046296296296296294,0.7258641324729064,2.495833333333333e-05,3.607007100384226e-06,108,5,"[5, 1, 1, 2, 1]"
DenseNet121,FlatL2,17,1,20,0.5,0.09259259259259259,0.7533719358186317,2.3014e-05,5.919549532410948e-07,108,10,"[5, 1, 1, 2, 1]"
DenseNet121,FlatL2,17,1,50,0.4,0.18518518518518517,0.7624176404931043,2.4278e-05,1.0429851389161785e-06,108,20,"[5, 1, 1, 2, 1]"
DenseNet121,FlatL2,18,2,1,0.0,0.0,0.0,2.1388666666666667e-05,9.134456135363993e-07,40,0,[4]
DenseNet121,FlatL2,18,2,5,0.0,0.0,0.0,2.186066666666667e-05,3.0854101114042445e-07,40,0,"[4, 4, 1, 5, 1]"
DenseNet121,FlatL2,18,2,10,0.0,0.0,0.0,2.1763666666666666e-05,7.861553422970693e-07,40,0,"[4, 4, 1, 5, 1]"
DenseNet121,FlatL2,18,2,20,0.1,0.05,0.30398028504434005,2.1916666666666666e-05,4.903891878452823e-07,40,2,"[4, 4, 1, 5, 1]"
DenseNet121,FlatL2,18,2,50,0.16,0.2,0.4332499469876813,2.3027666666666666e-05,7.670490350833004e-07,40,8,"[4, 4, 1, 5, 1]"
DenseNet121,FlatL2,19,1,1,1.0,0.009259259259259259,1.0,1.9861e-05,1.1961883909596627e-07,108,1,[1]
DenseNet121,FlatL2,19,1,5,0.6,0.027777777777777776,1.0,2.4639e-05,5.69131431803469e-06,108,3,"[1, 1, 1, 2, 2]"
DenseNet121,FlatL2,19,1,10,0.5,0.046296296296296294,0.9565912771023182,2.3083333333333333e-05,1.9293061504650376e-06,108,5,"[1, 1, 1, 2, 2]"
DenseNet121,FlatL2,19,1,20,0.45,0.08333333333333333,0.8960891628339535,2.2791666666666667e-05,7.927623996016852e-07,108,9,"[1, 1, 1, 2, 2]"
DenseNet121,FlatL2,19,1,50,0.4,0.18518518518518517,0.8482572397930372,2.368033333333333e-05,8.539415800991438e-07,108,20,"[1, 1, 1, 2, 2]"
DenseNet121,FlatL2,20,1,1,0.0,0.0,0.0,5.1861e-05,1.7297904323934734e-05,108,0,[3]
DenseNet121,FlatL2,20,1,5,0.6,0.027777777777777776,0.6182885020492784,2.2986e-05,2.4841523034360565e-06,108,3,"[3, 4, 1, 1, 1]"
DenseNet121,FlatL2,20,1,10,0.6,0.05555555555555555,0.6930295566351773,6.7014e-05,3.325599435690755e-05,108,6,"[3, 4, 1, 1, 1]"
DenseNet121,FlatL2,20,1,20,0.55,0.10185185185185185,0.7470542085706927,2.2110666666666668e-05,4.619136523444855e-07,108,11,"[3, 4, 1, 1, 1]"
DenseNet121,FlatL2,20,1,50,0.44,0.2037037037037037,0.7686303420714713,2.301366666666667e-05,8.538385223344178e-07,108,22,"[3, 4, 1, 1, 1]"
DenseNet121,FlatL2,21,1,1,0.0,0.0,0.0,2.005566666666667e-05,4.865540965698357e-07,108,0,[2]
DenseNet121,FlatL2,21,1,5,0.2,0.009259259259259259,0.5,2.0402666666666667e-05,3.35704565884284e-07,108,1,"[2, 4, 1, 2, 4]"
DenseNet121,FlatL2,21,1,10,0.2,0.018518518518518517,0.5109559939712153,2.079166666666667e-05,4.1291672552976373e-07,108,2,"[2, 4, 1, 2, 4]"
DenseNet121,FlatL2,21,1,20,0.25,0.046296296296296294,0.5374322674692174,2.1653e-05,4.153239699319075e-07,108,5,"[2, 4, 1, 2, 4]"
DenseNet121,FlatL2,21,1,50,0.38,0.17592592592592593,0.6316790259015802,3.0958e-05,1.0715545560850678e-05,108,19,"[2, 4, 1, 2, 4]"
DenseNet121,FlatL2,22,1,1,1.0,0.009259259259259259,1.0,2.104166666666667e-05,1.9320038532282713e-06,108,1,[1]
DenseNet121,FlatL2,22,1,5,0.4,0.018518518518518517,0.8503449055347546,2.0249666666666667e-05,5.080828891256054e-07,108,2,"[1, 5, 2, 2, 1]"
DenseNet121,FlatL2,22,1,10,0.4,0.037037037037037035,0.7946775459209724,2.0764e-05,3.7418266483987023e-07,108,4,"[1, 5, 2, 2, 1]"
DenseNet121,FlatL2,22,1,20,0.4,0.07407407407407407,0.7693866114518877,2.1403e-05,5.052900157335389e-07,108,8,"[1, 5, 2, 2, 1]"
DenseNet121,FlatL2,22,1,50,0.34,0.1574074074074074,0.7669790730674804,2.2916666666666667e-05,9.9128143778086e-07,108,17,"[1, 5, 2, 2, 1]"
DenseNet121,FlatL2,23,5,1,0.0,0.0,0.0,1.9625333333333333e-05,2.3835873990455835e-07,56,0,[4]
DenseNet121,FlatL2,23,5,5,0.4,0.03571428571428571,0.6240505200038379,2.0194666666666668e-05,2.891935146037837e-07,56,2,"[4, 5, 4, 1, 5]"
DenseNet121,FlatL2,23,5,10,0.5,0.08928571428571429,0.6710350631449844,2.0819666666666666e-05,1.5721393774796882e-07,56,5,"[4, 5, 4, 1, 5]"
DenseNet121,FlatL2,23,5,20,0.4,0.14285714285714285,0.6911370692262301,2.1847e-05,4.055670926821685e-07,56,8,"[4, 5, 4, 1, 5]"
DenseNet121,FlatL2,23,5,50,0.34,0.30357142857142855,0.7008124858443173,2.2888666666666667e-05,8.689358753990743e-07,56,17,"[4, 5, 4, 1, 5]"
DenseNet121,FlatL2,24,5,1,0.0,0.0,0.0,2.0583333333333333e-05,4.723856710593816e-07,56,0,[4]
DenseNet121,FlatL2,24,5,5,0.0,0.0,0.0,2.0291333333333333e-05,1.7976342478070698e-07,56,0,"[4, 1, 4, 1, 3]"
DenseNet121,FlatL2,24,5,10,0.2,0.03571428571428571,0.3706656904013186,2.0764e-05,2.50616573008783e-07,56,2,"[4, 1, 4, 1, 3]"
DenseNet121,FlatL2,24,5,20,0.3,0.10714285714285714,0.47902581181004583,2.1569333333333334e-05,3.4102720647413983e-07,56,6,"[4, 1, 4, 1, 3]"
DenseNet121,FlatL2,24,5,50,0.26,0.23214285714285715,0.554269399699805,2.2917e-05,7.359800721939872e-07,56,13,"[4, 1, 4, 1, 3]"
DenseNet121,FlatL2,25,5,1,0.0,0.0,0.0,1.965266666666667e-05,2.9361009670801327e-07,56,0,[3]
DenseNet121,FlatL2,25,5,5,0.2,0.017857142857142856,0.38685280723454163,2.0416333333333333e-05,3.023213889592039e-07,56,1,"[3, 4, 3, 1, 5]"
DenseNet121,FlatL2,25,5,10,0.3,0.05357142857142857,0.4792350074047671,2.0958333333333332e-05,2.0371603329689644e-07,56,3,"[3, 4, 3, 1, 5]"
DenseNet121,FlatL2,25,5,20,0.25,0.08928571428571429,0.5300424913180242,2.1583e-05,2.5728324210229214e-07,56,5,"[3, 4, 3, 1, 5]"
DenseNet121,FlatL2,25,5,50,0.28,0.25,0.5945722529462102,2.2778e-05,6.689499233873938e-07,56,14,"[3, 4, 3, 1, 5]"
DenseNet121,FlatL2,26,2,1,0.0,0.0,0.0,1.9569333333333333e-05,2.266367627332826e-07,40,0,[1]
DenseNet121,FlatL2,26,2,5,0.0,0.0,0.0,2.0194666666666668e-05,2.507646085253836e-07,40,0,"[1, 1, 3, 4, 1]"
DenseNet121,FlatL2,26,2,10,0.1,0.025,0.3562071871080222,2.0722333333333333e-05,3.144268153676181e-07,40,1,"[1, 1, 3, 4, 1]"
DenseNet121,FlatL2,26,2,20,0.2,0.1,0.4380906729546177,2.118066666666667e-05,4.19858177113283e-07,40,4,"[1, 1, 3, 4, 1]"
DenseNet121,FlatL2,26,2,50,0.16,0.2,0.48286156118159995,2.2764e-05,5.098960678412808e-07,40,8,"[1, 1, 3, 4, 1]"
DenseNet121,FlatL2,27,3,1,0.0,0.0,0.0,1.9708666666666666e-05,2.6595404782697996e-07,34,0,[5]
DenseNet121,FlatL2,27,3,5,0.2,0.029411764705882353,0.6309297535714575,2.0361e-05,2.771437653396999e-07,34,1,"[5, 3, 2, 1, 1]"
DenseNet121,FlatL2,27,3,10,0.3,0.08823529411764706,0.619668607939653,2.1111e-05,3.4901098359029715e-07,34,3,"[5, 3, 2, 1, 1]"
DenseNet121,FlatL2,27,3,20,0.25,0.14705882352941177,0.6154055216812345,2.2347333333333332e-05,4.06034754943739e-07,34,5,"[5, 3, 2, 1, 1]"
DenseNet121,FlatL2,27,3,50,0.14,0.20588235294117646,0.6119592874375479,2.3e-05,8.465179659444132e-07,34,7,"[5, 3, 2, 1, 1]"
DenseNet121,FlatL2,28,2,1,0.0,0.0,0.0,1.9681e-05,1.0396473761168575e-07,40,0,[1]
DenseNet121,FlatL2,28,2,5,0.0,0.0,0.0,2.0736e-05,3.0837639338963675e-07,40,0,"[1, 1, 4, 3, 4]"
DenseNet121,FlatL2,28,2,10,0.3,0.075,0.4457341703503471,2.1513333333333333e-05,3.9711151526435933e-07,40,3,"[1, 1, 4, 3, 4]"
DenseNet121,FlatL2,28,2,20,0.15,0.075,0.4457341703503471,2.2596666666666667e-05,4.0294444061461155e-07,40,3,"[1, 1, 4, 3, 4]"
DenseNet121,FlatL2,28,2,50,0.18,0.225,0.49842244519504303,2.3958e-05,6.464719638159106e-07,40,9,"[1, 1, 4, 3, 4]"
DenseNet121,FlatL2,29,2,1,0.0,0.0,0.0,1.880566666666667e-05,2.314077690043175e-07,40,0,[1]
DenseNet121,FlatL2,29,2,5,0.4,0.05,0.6240505200038379,1.9583333333333333e-05,3.247792412632857e-07,40,2,"[1, 2, 3, 5, 2]"
DenseNet121,FlatL2,29,2,10,0.3,0.075,0.618890676363047,2.009733333333333e-05,3.3057660063726364e-07,40,3,"[1, 2, 3, 5, 2]"
DenseNet121,FlatL2,29,2,20,0.2,0.1,0.606737055093617,2.0847333333333333e-05,3.912154848105524e-07,40,4,"[1, 2, 3, 5, 2]"
DenseNet121,FlatL2,29,2,50,0.14,0.175,0.5799391181244412,2.1666666666666667e-05,7.267573337932148e-07,40,7,"[1, 2, 3, 5, 2]"
DenseNet121,FlatL2,30,3,1,0.0,0.0,0.0,1.8861333333333332e-05,2.187789345943119e-07,34,0,[2]
DenseNet121,FlatL2,30,3,5,0.4,0.058823529411764705,0.5437713091520254,1.9541333333333332e-05,2.3818386921778637e-07,34,2,"[2, 1, 3, 1, 3]"
DenseNet121,FlatL2,30,3,10,0.2,0.058823529411764705,0.5437713091520254,3.616666666666667e-05,2.248018345615138e-05,34,2,"[2, 1, 3, 1, 3]"
DenseNet121,FlatL2,30,3,20,0.2,0.11764705882352941,0.5405831505269972,2.3930333333333334e-05,3.680913413210851e-06,34,4,"[2, 1, 3, 1, 3]"
DenseNet121,FlatL2,30,3,50,0.14,0.20588235294117646,0.5548576672609482,2.2791666666666667e-05,9.811558942843328e-07,34,7,"[2, 1, 3, 1, 3]"
DenseNet121,FlatL2,31,2,1,0.0,0.0,0.0,1.9305333333333333e-05,2.852441449394224e-07,40,0,[1]
DenseNet121,FlatL2,31,2,5,0.2,0.025,0.38685280723454163,1.975e-05,1.4807430567117308e-07,40,1,"[1, 1, 1, 4, 2]"
DenseNet121,FlatL2,31,2,10,0.2,0.05,0.4415801103577823,2.0444e-05,1.7098148047863742e-07,40,2,"[1, 1, 1, 4, 2]"
DenseNet121,FlatL2,31,2,20,0.25,0.125,0.498623807995481,2.1958333333333333e-05,6.152009608430583e-07,40,5,"[1, 1, 1, 4, 2]"
DenseNet121,FlatL2,31,2,50,0.14,0.175,0.5129435186828876,2.259733333333333e-05,7.092532849569484e-07,40,7,"[1, 1, 1, 4, 2]"
DenseNet121,FlatL2,32,1,1,0.0,0.0,0.0,1.9097e-05,1.8746199614855274e-07,108,0,[5]
DenseNet121,FlatL2,32,1,5,0.0,0.0,0.0,1.9694333333333332e-05,3.0500965376343235e-07,108,0,"[5, 3, 3, 4, 5]"
DenseNet121,FlatL2,32,1,10,0.2,0.018518518518518517,0.39564672360221187,2.0486e-05,7.087637123893971e-07,108,2,"[5, 3, 3, 4, 5]"
DenseNet121,FlatL2,32,1,20,0.45,0.08333333333333333,0.5594967764259114,2.0611333333333334e-05,2.0503712400982956e-07,108,9,"[5, 3, 3, 4, 5]"
DenseNet121,FlatL2,32,1,50,0.42,0.19444444444444445,0.6452104087398929,2.187533333333333e-05,6.700608595907953e-07,108,21,"[5, 3, 3, 4, 5]"
DenseNet121,FlatL2,33,4,1,0.0,0.0,0.0,1.8875e-05,2.451380563410477e-07,52,0,[2]
DenseNet121,FlatL2,33,4,5,0.2,0.019230769230769232,0.6309297535714575,1.9680333333333332e-05,2.41606199331796e-07,52,1,"[2, 4, 1, 1, 1]"
DenseNet121,FlatL2,33,4,10,0.2,0.038461538461538464,0.5802792108518124,2.0139e-05,2.750648408406037e-07,52,2,"[2, 4, 1, 1, 1]"
DenseNet121,FlatL2,33,4,20,0.1,0.038461538461538464,0.5802792108518124,2.9972e-05,6.564969002211663e-06,52,2,"[2, 4, 1, 1, 1]"
DenseNet121,FlatL2,33,4,50,0.16,0.15384615384615385,0.543728618761703,2.2194333333333332e-05,7.608312705338959e-07,52,8,"[2, 4, 1, 1, 1]"
DenseNet121,FlatL2,34,2,1,0.0,0.0,0.0,1.990266666666667e-05,8.056361185768395e-07,40,0,[3]
DenseNet121,FlatL2,34,2,5,0.2,0.025,0.6309297535714575,2.0000333333333332e-05,2.9094367534322206e-07,40,1,"[3, 2, 1, 5, 3]"
DenseNet121,FlatL2,34,2,10,0.1,0.025,0.6309297535714575,2.025e-05,1.767766952966369e-07,40,1,"[3, 2, 1, 5, 3]"
DenseNet121,FlatL2,34,2,20,0.1,0.05,0.5287217091005357,2.75e-05,6.133922073192649e-06,40,2,"[3, 2, 1, 5, 3]"
DenseNet121,FlatL2,34,2,50,0.14,0.175,0.501838473116379,2.199966666666667e-05,1.054584383642306e-06,40,7,"[3, 2, 1, 5, 3]"
DenseNet121,FlatL2,35,5,1,0.0,0.0,0.0,1.884766666666667e-05,2.6433606555965e-07,56,0,[4]
DenseNet121,FlatL2,35,5,5,0.0,0.0,0.0,1.9347333333333334e-05,1.9634040734284817e-07,56,0,"[4, 1, 1, 1, 1]"
