model,index_type,query_idx,query_label,k,precision,recall,ndcg,search_time_mean,search_time_std,total_relevant_in_db,relevant_retrieved,retrieved_labels
DenseNet121_AdvancedFT_TTA,FlatL2,19,1,50,0.52,0.24074074074074073,0.8903785725310366,1.9958333333333332e-05,4.673509269156197e-07,108,26,"[1, 1, 1, 5, 1]"
DenseNet121_AdvancedFT_TTA,FlatL2,20,1,1,1.0,0.009259259259259259,1.0,4.0264e-05,9.553427901369573e-06,108,1,[1]
DenseNet121_AdvancedFT_TTA,FlatL2,20,1,5,0.4,0.018518518518518517,0.9197207891481876,5.227766666666666e-05,2.1683848387426272e-05,108,2,"[1, 3, 1, 4, 2]"
DenseNet121_AdvancedFT_TTA,FlatL2,20,1,10,0.6,0.05555555555555555,0.8357173251870645,1.7930333333333333e-05,5.614328890338443e-07,108,6,"[1, 3, 1, 4, 2]"
DenseNet121_AdvancedFT_TTA,FlatL2,20,1,20,0.6,0.1111111111111111,0.8422531835144235,2.1472e-05,2.161286808053634e-06,108,12,"[1, 3, 1, 4, 2]"
DenseNet121_AdvancedFT_TTA,FlatL2,20,1,50,0.52,0.24074074074074073,0.8420657336472309,1.869466666666667e-05,8.497349913682239e-07,108,26,"[1, 3, 1, 4, 2]"
DenseNet121_AdvancedFT_TTA,FlatL2,21,1,1,1.0,0.009259259259259259,1.0,1.5805666666666667e-05,4.19858177113283e-07,108,1,[1]
DenseNet121_AdvancedFT_TTA,FlatL2,21,1,5,0.6,0.027777777777777776,0.9469024295259745,1.6208e-05,2.785546026664551e-07,108,3,"[1, 1, 5, 2, 1]"
DenseNet121_AdvancedFT_TTA,FlatL2,21,1,10,0.6,0.05555555555555555,0.8943854911728585,1.6639333333333332e-05,3.2164714966697413e-07,108,6,"[1, 1, 5, 2, 1]"
DenseNet121_AdvancedFT_TTA,FlatL2,21,1,20,0.45,0.08333333333333333,0.8719395594925483,1.865266666666667e-05,1.871265050410788e-06,108,9,"[1, 1, 5, 2, 1]"
DenseNet121_AdvancedFT_TTA,FlatL2,21,1,50,0.5,0.23148148148148148,0.8453801260283522,1.8347e-05,7.875028042278113e-07,108,25,"[1, 1, 5, 2, 1]"
DenseNet121_AdvancedFT_TTA,FlatL2,22,1,1,0.0,0.0,0.0,1.5638666666666666e-05,2.3218718502296568e-07,108,0,[2]
DenseNet121_AdvancedFT_TTA,FlatL2,22,1,5,0.4,0.018518518518518517,0.5706417189553201,1.6055e-05,1.965756851698602e-07,108,2,"[2, 2, 1, 1, 3]"
DenseNet121_AdvancedFT_TTA,FlatL2,22,1,10,0.6,0.05555555555555555,0.6768344346634848,1.701433333333333e-05,2.7300345948154005e-07,108,6,"[2, 2, 1, 1, 3]"
DenseNet121_AdvancedFT_TTA,FlatL2,22,1,20,0.4,0.07407407407407407,0.6981991181375946,1.731966666666667e-05,4.2549918396579273e-07,108,8,"[2, 2, 1, 1, 3]"
DenseNet121_AdvancedFT_TTA,FlatL2,22,1,50,0.36,0.16666666666666666,0.7127061314576043,1.8319333333333333e-05,6.687906166274233e-07,108,18,"[2, 2, 1, 1, 3]"
DenseNet121_AdvancedFT_TTA,FlatL2,23,5,1,0.0,0.0,0.0,1.8111e-05,3.3173273378831135e-06,56,0,[4]
DenseNet121_AdvancedFT_TTA,FlatL2,23,5,5,0.4,0.03571428571428571,0.5012658353418871,1.6889e-05,1.094745023586162e-07,56,2,"[4, 4, 4, 5, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,23,5,10,0.6,0.10714285714285714,0.622278380628939,1.9583333333333333e-05,1.2031902962079145e-06,56,6,"[4, 4, 4, 5, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,23,5,20,0.65,0.23214285714285715,0.7092723960600491,1.8027666666666667e-05,2.5986706003048735e-07,56,13,"[4, 4, 4, 5, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,23,5,50,0.44,0.39285714285714285,0.7507184900282144,1.9541666666666666e-05,5.980291706003051e-07,56,22,"[4, 4, 4, 5, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,24,5,1,0.0,0.0,0.0,1.8347333333333333e-05,2.8530739368072624e-06,56,0,[4]
DenseNet121_AdvancedFT_TTA,FlatL2,24,5,5,0.2,0.017857142857142856,0.43067655807339306,1.700033333333333e-05,1.5625904418269325e-07,56,1,"[4, 1, 4, 5, 4]"
DenseNet121_AdvancedFT_TTA,FlatL2,24,5,10,0.5,0.08928571428571429,0.589023581790248,1.849966666666667e-05,1.3898374805070634e-06,56,5,"[4, 1, 4, 5, 4]"
DenseNet121_AdvancedFT_TTA,FlatL2,24,5,20,0.5,0.17857142857142858,0.6518609834800947,2.0083e-05,3.4047907424686174e-07,56,10,"[4, 1, 4, 5, 4]"
DenseNet121_AdvancedFT_TTA,FlatL2,24,5,50,0.4,0.35714285714285715,0.7097466613202812,5.6431e-05,4.542438836865794e-05,56,20,"[4, 1, 4, 5, 4]"
DenseNet121_AdvancedFT_TTA,FlatL2,25,5,1,0.0,0.0,0.0,1.6306e-05,9.09427658841904e-07,56,0,[4]
DenseNet121_AdvancedFT_TTA,FlatL2,25,5,5,0.6,0.05357142857142857,0.6182885020492784,1.645833333333333e-05,5.082468778938921e-07,56,3,"[4, 4, 5, 5, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,25,5,10,0.6,0.10714285714285714,0.6894088675131275,1.687466666666667e-05,3.242656661168774e-07,56,6,"[4, 4, 5, 5, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,25,5,20,0.7,0.25,0.7669787404292551,1.744466666666667e-05,3.230834085633134e-07,56,14,"[4, 4, 5, 5, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,25,5,50,0.52,0.4642857142857143,0.7999113976200037,1.9347666666666668e-05,7.088941309454388e-07,56,26,"[4, 4, 5, 5, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,26,2,1,0.0,0.0,0.0,1.6958e-05,1.8343734625206504e-06,40,0,[1]
DenseNet121_AdvancedFT_TTA,FlatL2,26,2,5,0.2,0.025,0.6309297535714575,1.5972333333333333e-05,2.0784021640566957e-07,40,1,"[1, 2, 5, 5, 1]"
DenseNet121_AdvancedFT_TTA,FlatL2,26,2,10,0.1,0.025,0.6309297535714575,1.6194333333333335e-05,2.748288356211715e-07,40,1,"[1, 2, 5, 5, 1]"
DenseNet121_AdvancedFT_TTA,FlatL2,26,2,20,0.15,0.075,0.5234300944873507,1.731966666666667e-05,2.829303015860188e-07,40,3,"[1, 2, 5, 5, 1]"
DenseNet121_AdvancedFT_TTA,FlatL2,26,2,50,0.08,0.1,0.504955172046422,2.5e-05,2.0788508043307646e-06,40,4,"[1, 2, 5, 5, 1]"
DenseNet121_AdvancedFT_TTA,FlatL2,27,3,1,0.0,0.0,0.0,1.9722333333333333e-05,1.9017616978884486e-06,34,0,[5]
DenseNet121_AdvancedFT_TTA,FlatL2,27,3,5,0.2,0.029411764705882353,0.6309297535714575,1.85e-05,1.4873018075248435e-07,34,1,"[5, 3, 4, 4, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,27,3,10,0.2,0.058823529411764705,0.5802792108518124,2.197166666666667e-05,1.7228699570451884e-06,34,2,"[5, 3, 4, 4, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,27,3,20,0.2,0.11764705882352941,0.5719653468669236,2.0111333333333332e-05,4.157694339681817e-07,34,4,"[5, 3, 4, 4, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,27,3,50,0.24,0.35294117647058826,0.5924698231849237,2.1277333333333334e-05,6.509277140273633e-07,34,12,"[5, 3, 4, 4, 5]"
DenseNet121_AdvancedFT_TTA,FlatL2,28,2,1,1.0,0.025,1.0,1.8375333333333333e-05,5.8925565098878965e-08,40,1,[2]
DenseNet121_AdvancedFT_TTA,FlatL2,28,2,5,0.2,0.025,1.0,1.8236e-05,9.991586460617754e-07,40,1,"[2, 3, 3, 1, 3]"
DenseNet121_AdvancedFT_TTA,FlatL2,28,2,10,0.3,0.075,0.7613569414627896,1.6639e-05,1.7462531317080008e-07,40,3,"[2, 3, 3, 1, 3]"
DenseNet121_AdvancedFT_TTA,FlatL2,28,2,20,0.2,0.1,0.7236773130921274,2.1638666666666667e-05,6.155462307757413e-06,40,4,"[2, 3, 3, 1, 3]"
DenseNet121_AdvancedFT_TTA,FlatL2,28,2,50,0.18,0.225,0.6649574652973069,1.8292e-05,6.625149054926991e-07,40,9,"[2, 3, 3, 1, 3]"
DenseNet121_AdvancedFT_TTA,FlatL2,29,2,1,0.0,0.0,0.0,1.5555e-05,1.965756851698602e-07,40,0,[1]
DenseNet121_AdvancedFT_TTA,FlatL2,29,2,5,0.0,0.0,0.0,1.9722333333333333e-05,4.914861566943897e-06,40,0,"[1, 5, 3, 1, 4]"
DenseNet121_AdvancedFT_TTA,FlatL2,29,2,10,0.1,0.025,0.3010299956639812,1.658333333333333e-05,4.141033150743369e-07,40,1,"[1, 5, 3, 1, 4]"
DenseNet121_AdvancedFT_TTA,FlatL2,29,2,20,0.2,0.1,0.4119268118809103,1.7083333333333333e-05,4.0101731744263727e-07,40,4,"[1, 5, 3, 1, 4]"
DenseNet121_AdvancedFT_TTA,FlatL2,29,2,50,0.16,0.2,0.4564157172829396,1.8152666666666666e-05,6.684860174719854e-07,40,8,"[1, 5, 3, 1, 4]"
DenseNet121_AdvancedFT_TTA,FlatL2,30,3,1,0.0,0.0,0.0,1.5541333333333333e-05,1.48542549085738e-07,34,0,[4]
DenseNet121_AdvancedFT_TTA,FlatL2,30,3,5,0.2,0.029411764705882353,0.38685280723454163,1.6027666666666666e-05,2.1860974868981078e-07,34,1,"[4, 1, 2, 2, 3]"
